session,headline,bar_ix,decided_label,prob_positive,prob_negative,prob_neutral,linear_score,polarity_score,cluster
2,Prynis Systems,93,negative,0.008390848524868488,0.9754002690315247,0.016208834946155548,-0.9670094205066562,-0.9829418077341842,4
2,Prynis Systems,94,negative,0.014230310916900635,0.9295483827590942,0.056221310049295425,-0.9153180718421936,-0.9698439655457872,4
2,Prynis Systems,98,positive,0.9367644786834717,0.012212282977998257,0.05102330073714256,0.9245521957054734,0.974262207551325,4
3,Relvan Software,53,positive,0.9312387704849243,0.011248484253883362,0.05751284956932068,0.919990286231041,0.9761302135696981,4
3,Talvix Holdings,58,negative,0.021722929552197456,0.5653906464576721,0.4128864109516144,-0.5436677169054747,-0.9260009275791887,3
3,Relvan Software,62,positive,0.6168494820594788,0.019570279866456985,0.36358028650283813,0.5972792021930218,0.9384988288971959,4
3,Talvix Holdings,67,positive,0.9290174841880798,0.010593662038445473,0.06038890406489372,0.9184238221496344,0.9774509645405655,3
3,Relvan Software,69,positive,0.9487825632095337,0.015489579178392887,0.0357278473675251,0.9332929840311408,0.9678730122308191,4
3,Krevan Investments,82,neutral,0.09508930891752243,0.012983283028006554,0.8919273614883423,0.08210602588951588,0.7597303224777734,3
3,Relvan Software,86,positive,0.9334856271743774,0.011118861846625805,0.055395450443029404,0.9223667653277516,0.9764581632543826,4
3,Talvix Holdings,88,neutral,0.25535106658935547,0.009067418985068798,0.7355814576148987,0.24628364760428667,0.9314161456520048,3
4,Frelol Software,54,positive,0.9284377694129944,0.011101828888058662,0.06046043336391449,0.9173359405249357,0.9763675114996375,4
4,Relvon Fuels,64,negative,0.06094628572463989,0.924721360206604,0.014332343824207783,-0.8637750744819641,-0.8763350173572426,1
4,Zelval Energy,65,negative,0.014485842548310757,0.9526616930961609,0.03285251930356026,-0.9381758505478501,-0.9700441918126173,1
4,Plevep Power,74,positive,0.8330209255218506,0.008779079653322697,0.15820001065731049,0.8242418458685279,0.9791421238086905,1
4,Relvon Fuels,83,positive,0.9577063322067261,0.017851529642939568,0.024442095309495926,0.9398548025637865,0.9634024165603173,1
4,Frelol Software,84,positive,0.9482032060623169,0.01274990662932396,0.039046891033649445,0.9354532994329929,0.9734640390927226,4
4,Zelval Energy,91,positive,0.9564313888549805,0.020025044679641724,0.02354360930621624,0.9364063441753387,0.9589842527092658,1
4,Relvon Fuels,95,neutral,0.25497353076934814,0.007689821533858776,0.7373366355895996,0.24728370923548937,0.9414473169770128,1
5,Urvel Grid,50,neutral,0.05711215361952782,0.01343782152980566,0.9294500350952148,0.043674332089722157,0.6190552353593499,1
5,Ulvon Renewables,59,positive,0.9469398856163025,0.011469725519418716,0.041590381413698196,0.9354701600968838,0.9760650855872375,1
5,Nolvol Resources,64,negative,0.011030868627130985,0.8994448781013489,0.08952423930168152,-0.8884140094742179,-0.9757689995485292,1
5,Creven Securities,67,neutral,0.21627822518348694,0.008620083332061768,0.7751017212867737,0.20765814185142517,0.9233423866045929,3
5,Creven Securities,71,positive,0.955372154712677,0.02180873416364193,0.022819029167294502,0.9335634205490351,0.9553639763331797,3
5,Urvel Grid,80,positive,0.9458922743797302,0.011491616256535053,0.042616043239831924,0.9344006581231952,0.9759937119123767,1
5,Creven Securities,81,positive,0.9452335238456726,0.016952332109212875,0.03781416639685631,0.9282811917364597,0.9647628730215109,3
5,Nolvol Resources,84,negative,0.02217056229710579,0.968559741973877,0.009269698522984982,-0.9463891796767712,-0.9552439999480147,1
5,Ulvon Renewables,91,negative,0.03173321485519409,0.957758367061615,0.010508419945836067,-0.9260251522064209,-0.9358595547389067,1
5,Creven Securities,98,positive,0.9252951145172119,0.013762343674898148,0.06094253808259964,0.9115327708423138,0.9706890264484175,3
5,Nolvol Resources,98,neutral,0.27152615785598755,0.007458866108208895,0.7210150361061096,0.26406729174777865,0.9465285521388387,1
6,Halvix Holdings,57,negative,0.011196977458894253,0.9355857968330383,0.05321724712848663,-0.9243888193741441,-0.976347313763832,3
6,Halvix Holdings,58,positive,0.9452980756759644,0.010894112288951874,0.043807853013277054,0.9344039633870125,0.977213549922961,3
6,Halvix Holdings,61,positive,0.9507235884666443,0.017587624490261078,0.03168867155909538,0.9331359639763832,0.9636736108458539,3
6,Holtar Stores,66,positive,0.9281078577041626,0.010020395740866661,0.061871785670518875,0.9180874619632959,0.9786374705305205,2
6,Halvix Holdings,74,negative,0.025206368416547775,0.592465877532959,0.3823277950286865,-0.5672595091164112,-0.9183827052582199,3
6,Nolvav Commerce,82,positive,0.9013569355010986,0.009434754028916359,0.08920836448669434,0.8919221814721823,0.9792822999440718,2
7,Joval Brands,60,neutral,0.18834899365901947,0.010898789390921593,0.8007522225379944,0.17745020426809788,0.890600641378377,2
7,Brevep Systems,61,positive,0.9532217979431152,0.014354931190609932,0.03242333605885506,0.9388668667525053,0.9703280758134273,4
7,Myrnep Technologies,71,positive,0.582577645778656,0.015781139954924583,0.40164119005203247,0.5667965058237314,0.9472519137186127,4
7,Frelol Software,75,neutral,0.1066393107175827,0.06630277633666992,0.827057957649231,0.04033653438091278,0.23323723469939284,4
7,Myrnep Technologies,77,negative,0.029643582180142403,0.5577912330627441,0.4125652015209198,-0.5281476508826017,-0.8990744781872593,4
7,Brevep Systems,80,negative,0.013442590832710266,0.9755553007125854,0.0110020712018013,-0.9621127098798752,-0.9728157331091692,4
7,Frelol Software,85,neutral,0.045266080647706985,0.021462716162204742,0.9332711696624756,0.023803364485502243,0.35671801780859524,4
7,Brevep Systems,87,negative,0.008783902041614056,0.9744821190834045,0.016733983531594276,-0.9656982170417905,-0.9821332124898806,4
8,Ervan Capital,54,positive,0.9451626539230347,0.012531930580735207,0.04230540990829468,0.9326307233422995,0.9738289611940468,3
8,Plevum Partners,59,neutral,0.06411627680063248,0.022567864507436752,0.9133158326148987,0.041548412293195724,0.47930810857579514,3
8,Plevum Partners,59,positive,0.9227714538574219,0.009215595200657845,0.06801293790340424,0.913555858656764,0.9802237687742903,3
8,Ervan Capital,66,neutral,0.15225569903850555,0.011331549845635891,0.836412787437439,0.14092414919286966,0.8614616927216355,3
8,Ilval Financial,73,negative,0.012276221066713333,0.9750698804855347,0.012653915211558342,-0.9627936594188213,-0.9751328910197148,3
8,Ervan Capital,83,positive,0.9022799730300903,0.007357735652476549,0.09036226570606232,0.8949222373776138,0.9838227107909936,3
8,Plevyl Advisors,89,negative,0.024289196357131004,0.9492366909980774,0.026474041864275932,-0.9249474946409464,-0.9501005630201205,3
8,Ilval Financial,97,negative,0.007092098239809275,0.9674853682518005,0.025422530248761177,-0.9603932700119913,-0.9854457978429092,3
9,Relvon Fuels,51,positive,0.9478242993354797,0.012489457614719868,0.03968627005815506,0.9353348417207599,0.9739887968670182,1
10,Zelvix Therapeutics,57,neutral,0.20712213218212128,0.013778057880699635,0.7790998220443726,0.19334407430142164,0.8752553511664338,0
10,Kelvos Resources,58,positive,0.9531390070915222,0.01840667426586151,0.028454238548874855,0.9347323328256607,0.9621084729208017,1
10,Kelvos Resources,63,negative,0.03579031676054001,0.952261209487915,0.011948507279157639,-0.916470892727375,-0.9275537433554512,1
10,Kelvos Resources,68,negative,0.014742232859134674,0.9211612343788147,0.06409651786088943,-0.90641900151968,-0.9684962523177946,1
10,Myrnon Therapeutics,80,positive,0.8965761661529541,0.01852348819375038,0.08490033447742462,0.8780526779592037,0.9595159093645765,0
10,Zelvix Therapeutics,85,positive,0.9446218013763428,0.014049704186618328,0.04132845997810364,0.9305720971897244,0.9706892202585858,0
10,Zelvix Therapeutics,87,neutral,0.04322303086519241,0.016620388254523277,0.9401565790176392,0.026602642610669136,0.44453747057656506,0
10,Frelis Genomics,91,negative,0.01900419592857361,0.9536678194999695,0.027328012511134148,-0.9346636235713959,-0.9609237315197918,0
11,Zrovum Biopharma,56,positive,0.9397944211959839,0.012563610449433327,0.04764192923903465,0.9272308107465506,0.9736157820509275,0
11,Wyrnik Sciences,64,positive,0.954277753829956,0.014454705640673637,0.03126753866672516,0.9398230481892824,0.970157485723868,0
11,Yorval Partners,64,positive,0.9563183188438416,0.02016572467982769,0.023515937849879265,0.9361525941640139,0.9586972766366817,3
11,Zrovum Biopharma,73,positive,0.9011814594268799,0.009381498210132122,0.08943711221218109,0.8917999612167478,0.9793940690840863,0
11,Wyrnik Sciences,77,negative,0.04596813768148422,0.9403843283653259,0.013647623360157013,-0.8944161906838417,-0.9067916597418463,0
11,Wyrnik Sciences,77,neutral,0.28971225023269653,0.01027061976492405,0.7000171542167664,0.2794416304677725,0.9315252885555221,0
11,Wyrnik Sciences,83,neutral,0.36786893010139465,0.00931078102439642,0.622820258140564,0.35855814907699823,0.9506294679959284,0
11,Wyrnik Sciences,83,positive,0.8830053210258484,0.008687888272106647,0.10830670595169067,0.8743174327537417,0.980513726757651,0
11,Yorval Partners,87,negative,0.007883221842348576,0.9649266600608826,0.027190154418349266,-0.957043438218534,-0.983792881875702,3
13,Dralol Computing,61,positive,0.8141071200370789,0.008158204145729542,0.1777345836162567,0.8059489158913493,0.9801567586620151,4
13,Halven Investments,74,positive,0.7323521971702576,0.008486096747219563,0.25916165113449097,0.723866100423038,0.9770905545638274,3
13,Jorvyl Securities,76,negative,0.023758068680763245,0.9670240879058838,0.009217864833772182,-0.9432660192251205,-0.9520417904201398,3
13,Dralol Computing,79,positive,0.6395769715309143,0.017333341762423515,0.34308966994285583,0.6222436297684908,0.9472276751170527,4
13,Dralol Computing,94,negative,0.00929041113704443,0.9575106501579285,0.033198945224285126,-0.948220239020884,-0.9807811306806159,4
13,Jorvyl Securities,98,neutral,0.2333671599626541,0.009670288302004337,0.7569625973701477,0.22369687166064978,0.9204214096941599,3
14,Frelis Genomics,50,neutral,0.05922584608197212,0.03422762081027031,0.9065465331077576,0.024998225271701813,0.26749382163673474,0
14,Frelis Genomics,50,positive,0.8380023241043091,0.01465469878166914,0.14734293520450592,0.8233476253226399,0.9656258052859743,0
14,Grevel Diagnostics,60,positive,0.8695893883705139,0.010671433992683887,0.11973917484283447,0.85891795437783,0.9757539260876982,0
14,Wyrnik Sciences,62,negative,0.008024187758564949,0.9743319153785706,0.01764393039047718,-0.9663077276200056,-0.9836633818942611,0
14,Grevel Diagnostics,63,negative,0.015772337093949318,0.8689238429069519,0.1153038814663887,-0.8531515058130026,-0.9643440585985004,0
14,Grevel Diagnostics,63,negative,0.008628991432487965,0.9747884273529053,0.016582610085606575,-0.9661594359204173,-0.9824510085770679,0
14,Frelis Genomics,66,neutral,0.06273579597473145,0.03158986568450928,0.905674397945404,0.031145930290222168,0.3301957220564612,0
14,Xelvol Biotech,70,negative,0.03766291216015816,0.8411963582038879,0.12114077061414719,-0.8035334460437298,-0.9142913686244605,0
14,Frelis Genomics,71,negative,0.01641266793012619,0.8178294897079468,0.16575782001018524,-0.8014168217778206,-0.9606525077636441,0
14,Xelvol Biotech,84,positive,0.9463496804237366,0.013065535575151443,0.04058479890227318,0.9332841448485851,0.9727635421167881,0
14,Xelvol Biotech,85,negative,0.008018512278795242,0.9748710989952087,0.017110418528318405,-0.9668525867164135,-0.9836837978982326,0
14,Grevel Diagnostics,99,neutral,0.03158072382211685,0.43430113792419434,0.534118115901947,-0.4027204141020775,-0.8644260408166451,0
15,Nolvol Resources,54,positive,0.9443397521972656,0.010852721519768238,0.04480753093957901,0.9334870306774974,0.9772763661627816,1
15,Myrnep Technologies,64,positive,0.9283233284950256,0.009389695711433887,0.06228703260421753,0.9189336327835917,0.9799731987099859,4
15,Nolvol Resources,66,negative,0.007974617183208466,0.9752580523490906,0.016767380759119987,-0.9672834351658821,-0.9837787780609626,1
15,Ulvon Renewables,66,positive,0.9418596625328064,0.010369451716542244,0.0477709136903286,0.9314902108162642,0.9782206780900059,1
15,Nolvol Resources,67,negative,0.007928639650344849,0.9751426577568054,0.016928695142269135,-0.9672140181064606,-0.9838696538833115,1
15,Nolvol Resources,73,neutral,0.22352302074432373,0.010534190572798252,0.7659428119659424,0.21298883017152548,0.90998618697957,1
15,Plevep Power,75,positive,0.9162939786911011,0.01082970853894949,0.07287633419036865,0.9054642701521516,0.9766380491051324,1
15,Plevep Power,77,positive,0.9387872815132141,0.010752752423286438,0.05045991390943527,0.9280345290899277,0.9773516596927785,1
15,Myrnep Technologies,82,negative,0.013526560738682747,0.9680679440498352,0.018405470997095108,-0.9545413833111525,-0.9724396150163518,4
15,Ulvon Renewables,85,neutral,0.2567000091075897,0.007076473906636238,0.736223578453064,0.24962353520095348,0.9463449182509036,1
16,Myrnep Technologies,50,negative,0.010976510122418404,0.9646629691123962,0.024360451847314835,-0.9536864589899778,-0.9774988387723371,4
16,Myrnep Technologies,57,neutral,0.3581814467906952,0.01282067596912384,0.6289979219436646,0.34536077082157135,0.930886236773007,4
16,Relvon Fuels,73,positive,0.9289388060569763,0.010272112675011158,0.06078914552927017,0.9186666933819652,0.978126078052963,1
16,Myrnep Technologies,74,negative,0.008951022289693356,0.9750936627388,0.015955239534378052,-0.9661426404491067,-0.9818076904092257,4
17,Zrovex Industries,53,neutral,0.06547567248344421,0.02161290869116783,0.9129114151000977,0.04386276379227638,0.5036568824180858,1
17,Relvon Fuels,62,negative,0.015051930211484432,0.9541811347007751,0.030766958370804787,-0.9391292044892907,-0.968940534034882,1
17,Jorvix Diagnostics,77,neutral,0.2764136791229248,0.010919000953435898,0.7126672863960266,0.2654946781694889,0.9239974971692544,0
17,Wyrnor Solutions,77,positive,0.9578462839126587,0.019351830706000328,0.022801941260695457,0.9384944532066584,0.9603932285650207,1
17,Wyrnor Solutions,81,neutral,0.09537088871002197,0.01999407447874546,0.8846349716186523,0.07537681423127651,0.6533770002124754,1
17,Relvon Fuels,88,negative,0.007280000019818544,0.9655712842941284,0.02714872919023037,-0.9582912842743099,-0.9850336826815843,1
18,Kelvos Resources,64,negative,0.017007237300276756,0.9575983881950378,0.025394419208168983,-0.9405911508947611,-0.9650992415025659,1
18,Nerven Grid,64,neutral,0.16525371372699738,0.009693445637822151,0.825052797794342,0.15556026808917522,0.8891842986464223,1
18,Nerven Grid,65,negative,0.008368466980755329,0.9582525491714478,0.033379048109054565,-0.9498840821906924,-0.982685111678184,1
18,Strynal Industries,67,positive,0.8082629442214966,0.00847027637064457,0.1832668036222458,0.799792667850852,0.9792581551803842,1
18,Crevex Labs,69,neutral,0.21556344628334045,0.00844275951385498,0.775993824005127,0.20712068676948547,0.9246203028517094,4
18,Kelvos Resources,80,positive,0.9318479299545288,0.011359871365129948,0.05679212883114815,0.9204880585893989,0.9759122606127891,1
18,Strynal Industries,88,positive,0.7751504182815552,0.01009221002459526,0.21475742757320404,0.7650582082569599,0.9742953065767384,1
18,Crevex Labs,90,neutral,0.07056469470262527,0.023220790550112724,0.9062144756317139,0.04734390415251255,0.5048105633842719,4
18,Kelvos Resources,90,negative,0.008873200975358486,0.9606499671936035,0.030476832762360573,-0.951776766218245,-0.9816957412519306,1
18,Strynal Industries,91,positive,0.7626283168792725,0.01205748412758112,0.225314199924469,0.7505708327516913,0.9688712905378006,1
18,Strynal Industries,99,negative,0.007843302562832832,0.9662573933601379,0.025899255648255348,-0.9584140907973051,-0.983896319779652,1
19,Plevik Energy,55,negative,0.25830721855163574,0.723336935043335,0.01835578866302967,-0.4650297164916992,-0.4737253457018464,1
19,Relvon Fuels,61,positive,0.9478967785835266,0.012269445694983006,0.039833810180425644,0.9356273328885436,0.9744430789753638,1
19,Relvon Fuels,62,negative,0.018750466406345367,0.9720877408981323,0.00916171632707119,-0.953337274491787,-0.9621523135680624,1
19,Orevex Renewables,68,neutral,0.23878951370716095,0.020829850807785988,0.7403807044029236,0.21795966289937496,0.8395354578694803,1
19,Orevex Renewables,73,positive,0.9151583909988403,0.008449479006230831,0.07639223337173462,0.9067089119926095,0.9817033185370408,1
19,Plevik Energy,83,negative,0.018344495445489883,0.8276980519294739,0.15395747125148773,-0.809353556483984,-0.956634578294614,1
19,Relvon Fuels,84,neutral,0.038597773760557175,0.3192117214202881,0.6421904563903809,-0.2806139476597309,-0.7842551711313499,1
19,Zrovum Biopharma,90,positive,0.5251036286354065,0.01019742339849472,0.4646989703178406,0.5149062052369118,0.9619002285136589,0
20,Halvax Networks,80,positive,0.9570469856262207,0.020648501813411713,0.022304529324173927,0.936398483812809,0.9577608722602045,4
20,Nolvol Resources,80,positive,0.9216167330741882,0.009100988507270813,0.06928222626447678,0.9125157445669174,0.9804430735840549,1
20,Ixenix Technologies,85,neutral,0.07525073736906052,0.010780547745525837,0.9139687418937683,0.06447018962353468,0.7493807489715529,4
20,Ixenix Technologies,86,neutral,0.11838556081056595,0.009778149425983429,0.871836245059967,0.10860741138458252,0.8474115671020781,4
20,Ixenix Technologies,94,positive,0.9304555058479309,0.009757401421666145,0.0597870908677578,0.9206981044262648,0.9792442715137276,4
21,Talvyn Goods,57,positive,0.9042850136756897,0.00794219970703125,0.08777279406785965,0.8963428139686584,0.9825872324749585,2
21,Talvyn Goods,71,positive,0.9509508013725281,0.015136977657675743,0.03391214832663536,0.9358138237148523,0.9686633482576449,2
21,Talvyn Goods,71,positive,0.9499589800834656,0.014456150121986866,0.03558487817645073,0.9355028299614787,0.9700208962837038,2
21,Arnos Marketplace,76,neutral,0.04770485684275627,0.04410702362656593,0.9081880450248718,0.003597833216190338,0.03918701107756417,2
21,Varvov Retail,88,negative,0.008363233879208565,0.9757341742515564,0.015902617946267128,-0.9673709403723478,-0.9830032387005355,2
21,Arnos Marketplace,93,negative,0.008498577401041985,0.9744837880134583,0.017017604783177376,-0.9659852106124163,-0.9827085852373096,2
21,Varvov Retail,94,negative,0.009352436289191246,0.926277220249176,0.06437033414840698,-0.9169247839599848,-0.980008250670896,2
21,Talvyn Goods,96,positive,0.9054835438728333,0.00804177112877369,0.08647461235523224,0.8974417727440596,0.9823939818899129,2
22,Plevum Partners,55,positive,0.9227714538574219,0.009215595200657845,0.06801293790340424,0.913555858656764,0.9802237687742903,3
22,Plevik Energy,59,neutral,0.11344262212514877,0.011335435323417187,0.8752219080924988,0.10210718680173159,0.8183104311069289,1
22,Plevum Partners,61,negative,0.00960901752114296,0.9614655375480652,0.028925398364663124,-0.9518565200269222,-0.9802095154052042,3
22,Plevum Partners,66,positive,0.9430229663848877,0.012004000134766102,0.0449729859828949,0.9310189662501216,0.9748614415235995,3
22,Halven Investments,72,positive,0.9458975195884705,0.012615250423550606,0.041487231850624084,0.9332822691649199,0.9736774484282956,3
22,Wrelal Financial,83,positive,0.9224576950073242,0.009700237773358822,0.0678420215845108,0.9127574572339654,0.9791875648496254,3
22,Halven Investments,90,neutral,0.0314522460103035,0.026731722056865692,0.9418160915374756,0.004720523953437805,0.08113100617093175,3
22,Halven Investments,93,positive,0.948815643787384,0.0139863770455122,0.03719807788729668,0.9348292667418718,0.9709465139699517,3
22,Plevik Energy,94,positive,0.6663243174552917,0.014654746279120445,0.31902092695236206,0.6516695711761713,0.9569597729562042,1
23,Nolvav Commerce,57,negative,0.009723097085952759,0.9244021773338318,0.06587466597557068,-0.914679080247879,-0.9791824547696061,2
23,Nolvav Commerce,61,positive,0.942036509513855,0.0105074318125844,0.04745606333017349,0.9315290777012706,0.9779381677932429,2
23,Kelvos Resources,62,negative,0.01803623139858246,0.9575722813606262,0.02439139597117901,-0.9395360499620438,-0.9630256775249216,1
23,Kelvos Resources,64,positive,0.9423179030418396,0.011175774969160557,0.0465063601732254,0.931142128072679,0.9765582599755617,1
23,Kelvos Resources,77,neutral,0.20281244814395905,0.008555463515222073,0.7886320948600769,0.19425698462873697,0.9190467095257048,1
23,Kelvos Resources,87,negative,0.009200231172144413,0.9623515605926514,0.02844826504588127,-0.953151329420507,-0.9810607489159938,1
23,Holtar Stores,87,negative,0.008725350722670555,0.9679253101348877,0.02334928885102272,-0.9591999594122171,-0.9821320937702019,2
23,Kelvos Resources,89,positive,0.8378404974937439,0.00854902807623148,0.15361057221889496,0.8292914694175124,0.979798831843119,1
23,Nolvav Commerce,90,neutral,0.16840285062789917,0.011972366832196712,0.8196247816085815,0.15643048379570246,0.8672504190497173,2
24,Crevex Labs,62,positive,0.90470290184021,0.008498532697558403,0.08679860830307007,0.8962043691426516,0.9813873853745012,4
24,Frelol Software,70,positive,0.9570419788360596,0.020893653854727745,0.02206435799598694,0.9361483249813318,0.957269878231405,4
25,Talvep Computing,57,neutral,0.027156341820955276,0.03524773195385933,0.9375959634780884,-0.008091390132904053,-0.1296612466750268,4
25,Brevep Systems,59,negative,0.016692612320184708,0.9541817903518677,0.029125533998012543,-0.937489178031683,-0.9656132394529103,4
25,Frelol Software,59,negative,0.01201571337878704,0.9459545016288757,0.042029839009046555,-0.9339387882500887,-0.9749142224298737,4
25,Brevep Systems,63,positive,0.9473783373832703,0.01277123298496008,0.03985041752457619,0.9346071043983102,0.973397408350116,4
25,Brevep Systems,70,negative,0.011472065933048725,0.9087613821029663,0.07976648211479187,-0.8972893161699176,-0.9750670518550131,4
25,Talvep Computing,73,positive,0.9575209021568298,0.01985519751906395,0.022623853757977486,0.9376657046377659,0.9593704040740646,4
25,Frelol Software,75,neutral,0.07287763059139252,0.011376052163541317,0.9157463312149048,0.0615015784278512,0.7299571447432376,4
25,Brevep Systems,85,positive,0.9483430981636047,0.013389451429247856,0.03826741874217987,0.9349536467343569,0.9721555604601424,4
25,Frelol Software,91,negative,0.014303230680525303,0.9573424458503723,0.028354309499263763,-0.943039215169847,-0.9705587509700614,4
25,Ixenix Technologies,92,positive,0.8747574090957642,0.011622736230492592,0.11361977458000183,0.8631346728652716,0.9737748261202265,4
25,Brevep Systems,95,negative,0.008684616535902023,0.9661739468574524,0.025141457095742226,-0.9574893303215504,-0.9821828163528391,4
25,Talvep Computing,96,positive,0.9448550343513489,0.010927845723927021,0.04421708732843399,0.9339271886274219,0.9771332037007548,4
26,Holtum Asset,53,neutral,0.08152827620506287,0.029180729761719704,0.889290988445282,0.05234754644334316,0.4728390930202243,3
26,Jorval Trading,57,neutral,0.2677331566810608,0.009739409200847149,0.7225273847579956,0.25799374748021364,0.9297991162853065,2
27,Grevel Diagnostics,58,negative,0.013032560236752033,0.9229204654693604,0.0640469416975975,-0.9098879052326083,-0.9721512504049111,0
27,Orevex Renewables,62,neutral,0.03913601115345955,0.015040643513202667,0.9458233714103699,0.02409536764025688,0.44475553804041923,1
27,Nerven Grid,67,negative,0.008623885922133923,0.9088790416717529,0.08249716460704803,-0.900255155749619,-0.9812013975032202,1
27,Grevel Diagnostics,71,positive,0.9464991688728333,0.012664965353906155,0.04083587974309921,0.9338342035189271,0.9735916609289978,0
27,Orevex Renewables,77,neutral,0.22413621842861176,0.01158064790070057,0.7642831206321716,0.2125555705279112,0.901741029126086,1
27,Relvon Fuels,80,positive,0.9115452170372009,0.008719293400645256,0.07973553240299225,0.9028259236365557,0.9810504614873783,1
27,Grevel Diagnostics,81,neutral,0.07202349603176117,0.03222496062517166,0.8957515954971313,0.03979853540658951,0.3817661795780322,0
27,Nerven Grid,85,positive,0.8636763691902161,0.019071536138653755,0.11725205928087234,0.8446048330515623,0.956790525354022,1
27,Relvon Fuels,89,negative,0.013661863282322884,0.8895949125289917,0.09674318134784698,-0.8759330492466688,-0.9697497674347884,1
27,Relvon Fuels,91,negative,0.009633339941501617,0.9747193455696106,0.015647396445274353,-0.965086005628109,-0.9804270551124404,1
28,Jovik Asset,51,neutral,0.05068224295973778,0.04564916342496872,0.9036685824394226,0.005033079534769058,0.05224754492238537,3
28,Jovik Asset,51,positive,0.8856493830680847,0.013149315491318703,0.10120135545730591,0.872500067576766,0.9707402425086629,3
28,Jovik Asset,61,neutral,0.07780259102582932,0.038456421345472336,0.8837409615516663,0.03934616968035698,0.3384354342892567,3
28,Zelvel Capital,61,negative,0.01997620239853859,0.9529346227645874,0.02708919160068035,-0.9329584203660488,-0.9589351822153755,3
