session,headline,bar_ix,decided_label,prob_positive,prob_negative,prob_neutral,linear_score,polarity_score,cluster
1,Zrovex Industries,19,positive,0.9338791966438293,0.01063962746411562,0.055481139570474625,0.9232395691797137,0.977470797444615,1
1,Jorvis Fuels,20,positive,0.9570797681808472,0.01851487159729004,0.02440539188683033,0.9385648965835571,0.9620439241393894,1
1,Zrovex Industries,26,negative,0.013169988989830017,0.9221181273460388,0.06471192836761475,-0.9089481383562088,-0.9718375776496676,1
1,Zrovex Industries,29,negative,0.03974878787994385,0.9482933878898621,0.011957846581935883,-0.9085446000099182,-0.9195403003748401,1
1,Jorvis Fuels,29,positive,0.9409881234169006,0.011212138459086418,0.047799721360206604,0.9297759849578142,0.9764500401938102,1
1,Halvav Brands,33,negative,0.018872728571295738,0.9667473435401917,0.014379903674125671,-0.9478746149688959,-0.9617038459622342,2
1,Zrovex Industries,44,negative,0.008535804226994514,0.9754412174224854,0.016022976487874985,-0.9669054131954908,-0.982650398270458,1
1,Jorvis Fuels,45,neutral,0.06153220683336258,0.03073826991021633,0.9077295064926147,0.030793936923146248,0.333735531409332,1
1,Jorvis Fuels,49,negative,0.007890602573752403,0.9511392712593079,0.040970124304294586,-0.9432486686855555,-0.9835446146552506,1
2,Kelvik Power,3,positive,0.9482488036155701,0.011673016473650932,0.040078215301036835,0.9365757871419191,0.9756792340434441,1
2,Zelval Energy,30,neutral,0.09498339891433716,0.01121254451572895,0.8938040137290955,0.08377085439860821,0.7888328960977824,1
2,Zelval Energy,31,negative,0.056099917739629745,0.9119044542312622,0.031995683908462524,-0.8558045364916325,-0.8840916016371826,1
2,Kelvik Power,31,negative,0.007986201904714108,0.9617790579795837,0.03023483045399189,-0.9537928560748696,-0.9835296174716927,1
2,Kelvik Power,36,positive,0.9459230303764343,0.012290604412555695,0.04178638011217117,0.9336324259638786,0.9743468377958624,1
2,Kelvik Power,43,neutral,0.40535998344421387,0.009217345155775547,0.5854226350784302,0.3961426382884383,0.9555337689850574,1
2,Kelvik Power,45,negative,0.008559755980968475,0.9618038535118103,0.029636338353157043,-0.9532440975308418,-0.9823576309160613,1
2,Kelvik Power,49,negative,0.06223253533244133,0.8599019050598145,0.07786550372838974,-0.7976693697273731,-0.8650250266360695,1
3,Krevan Investments,19,negative,0.008950364775955677,0.9577044248580933,0.03334512561559677,-0.9487540600821376,-0.9814817753707403,3
3,Talvix Holdings,19,positive,0.8657569885253906,0.009893380105495453,0.12434963136911392,0.8558636084198952,0.9774033542413376,3
3,Talvix Holdings,24,negative,0.0090789794921875,0.8902871608734131,0.10063394904136658,-0.8812081813812256,-0.9798102695340478,3
3,Krevan Investments,26,neutral,0.11675551533699036,0.01646389067173004,0.8667805790901184,0.10029162466526031,0.7528304390267653,3
3,Talvix Holdings,36,neutral,0.029172416776418686,0.0233159102499485,0.9475116729736328,0.005856506526470184,0.11157731150301081,3
3,Talvix Holdings,38,negative,0.018810085952281952,0.9580485820770264,0.023141369223594666,-0.9392384961247444,-0.9614886225640537,3
3,Relvan Software,39,neutral,0.2659129500389099,0.008626269176602364,0.7254608273506165,0.25728668086230755,0.9371581978718321,4
3,Relvan Software,46,positive,0.9484583139419556,0.012751470319926739,0.038790278136730194,0.9357068436220288,0.9734678713940629,4
3,Relvan Software,49,positive,0.953291654586792,0.019052159041166306,0.027656132355332375,0.9342394955456257,0.960811887205852,4
4,Plevep Power,0,negative,0.008242253214120865,0.9669367074966431,0.024821113795042038,-0.9586944542825222,-0.9830959156467826,1
4,Zelval Energy,15,neutral,0.05709186941385269,0.029630230739712715,0.9132778644561768,0.027461638674139977,0.3166625151933481,1
4,Plevep Power,20,positive,0.9525291323661804,0.015796611085534096,0.03167413920164108,0.9367325212806463,0.967373352043886,1
4,Frelol Software,25,negative,0.008809692226350307,0.975402295589447,0.015788035467267036,-0.9665926033630967,-0.9820979772112914,4
4,Frelol Software,31,neutral,0.16658027470111847,0.011072869412600994,0.8223468661308289,0.15550740528851748,0.8753428214793155,4
4,Zelval Energy,38,neutral,0.15259352326393127,0.025290386751294136,0.8221160769462585,0.12730313651263714,0.7156528984891783,1
5,Creven Securities,1,positive,0.9428407549858093,0.01252205390483141,0.04463716596364975,0.9303187010809779,0.9737857612308254,3
5,Nolvol Resources,4,negative,0.008153272792696953,0.9750357270240784,0.016810931265354156,-0.9668824542313814,-0.9834146368888917,1
5,Urvel Grid,6,neutral,0.056305259466171265,0.027073422446846962,0.9166213870048523,0.029231837019324303,0.35059125423964005,1
5,Creven Securities,16,neutral,0.22815412282943726,0.010368766263127327,0.7614771127700806,0.21778535656630993,0.9130585181229066,3
5,Ulvon Renewables,27,negative,0.008390120230615139,0.9750311374664307,0.01657869480550289,-0.9666410172358155,-0.9829368733766619,1
5,Nolvol Resources,27,neutral,0.09649857878684998,0.03531840816140175,0.8681829571723938,0.06118017062544823,0.4641296359272459,1
5,Nolvol Resources,32,neutral,0.01822277158498764,0.048022497445344925,0.9337547421455383,-0.029799725860357285,-0.44983929942035866,1
5,Nolvol Resources,47,positive,0.9577503800392151,0.0204079058021307,0.02184165269136429,0.9373424742370844,0.9582727937253763,1
6,Halvav Brands,2,positive,0.8006410002708435,0.018714971840381622,0.18064402043819427,0.7819260284304619,0.9543178472982435,2
6,Halvix Holdings,3,positive,0.9365288615226746,0.010801381431519985,0.05266977474093437,0.9257274800911546,0.9771961636389132,3
6,Halvav Brands,9,negative,0.008732081390917301,0.9456437230110168,0.045624252408742905,-0.9369116416200995,-0.9817009571250818,2
6,Holtar Stores,11,positive,0.885942280292511,0.019945478066802025,0.09411226212978363,0.865996802225709,0.9559647906471141,2
6,Nolvav Commerce,17,negative,0.02352064847946167,0.6035276055335999,0.3729517161846161,-0.5800069570541382,-0.9249797801320037,2
6,Nolvav Commerce,24,positive,0.95011305809021,0.013177646324038506,0.036709364503622055,0.9369354117661715,0.9726403530108356,2
6,Holtar Stores,24,positive,0.9233372807502747,0.011358519084751606,0.065304234623909,0.911978761665523,0.9756957941298029,2
6,Holtar Stores,26,negative,0.011280039325356483,0.9565935730934143,0.03212643414735794,-0.9453135337680578,-0.976691089272467,2
6,Halvix Holdings,28,positive,0.7899298667907715,0.011468343436717987,0.19860179722309113,0.7784615233540535,0.9713791626283965,3
6,Halvix Holdings,36,neutral,0.01672554574906826,0.0790405422449112,0.9042339324951172,-0.062314996495842934,-0.6507000249301244,3
6,Nolvav Commerce,48,positive,0.9511094093322754,0.011620363220572472,0.03727030009031296,0.9394890461117029,0.9758595526184076,2
7,Myrnep Technologies,5,positive,0.9581133127212524,0.01733585074543953,0.024550890550017357,0.9407774619758129,0.964455654119264,4
7,Myrnep Technologies,15,neutral,0.08653059601783752,0.017459068447351456,0.8960102796554565,0.06907152757048607,0.6642153069874821,4
7,Myrnep Technologies,16,positive,0.9572225213050842,0.020221851766109467,0.022555598989129066,0.9370006695389748,0.9586230115952633,4
7,Joval Brands,18,positive,0.7627676129341125,0.007973886094987392,0.2292584627866745,0.7547937268391252,0.9793085318626639,2
7,Joval Brands,20,positive,0.9389254450798035,0.00948106124997139,0.051593486219644547,0.9294443838298321,0.9800063334093623,2
7,Myrnep Technologies,25,negative,0.007217722479254007,0.9695748090744019,0.023207424208521843,-0.9623570865951478,-0.9852215844435573,4
7,Joval Brands,28,negative,0.0604083426296711,0.9260839223861694,0.013507776893675327,-0.8656755797564983,-0.8775290081621357,2
7,Myrnep Technologies,29,positive,0.8671797513961792,0.008983363397419453,0.12383685261011124,0.8581963879987597,0.9794938551155908,4
7,Brevep Systems,31,positive,0.9268602728843689,0.012291403487324715,0.060848355293273926,0.9145688693970442,0.9738244539546085,4
8,Ilval Financial,1,positive,0.9569801688194275,0.019849173724651337,0.023170651867985725,0.9371309950947762,0.9593599959791633,3
8,Ilval Financial,5,positive,0.7564687728881836,0.021452687680721283,0.2220785766839981,0.7350160852074623,0.9448461335995135,3
8,Plevum Partners,6,positive,0.9551758170127869,0.01629997231066227,0.028524242341518402,0.9388758447021246,0.9664428635833833,3
8,Ilval Financial,7,neutral,0.20173874497413635,0.008395461365580559,0.7898657917976379,0.1933432836085558,0.9200942866764391,3
8,Ilval Financial,8,negative,0.015583820641040802,0.9514903426170349,0.03292585909366608,-0.9359065219759941,-0.9677711974593046,3
8,Plevum Partners,19,neutral,0.31969016790390015,0.008997507393360138,0.6713123321533203,0.31069266051054,0.9452519303752481,3
8,Plevum Partners,21,positive,0.9430582523345947,0.01180988922715187,0.04513191804289818,0.9312483631074429,0.9752638313066598,3
8,Ervan Capital,29,neutral,0.016373174265027046,0.08275511860847473,0.9008716940879822,-0.06638194434344769,-0.6696568835145906,3
9,Orevov Solutions,1,neutral,0.05152828246355057,0.021160827949643135,0.9273108839988708,0.030367454513907433,0.4177717119320223,1
9,Relvon Fuels,6,neutral,0.09391001611948013,0.01506812684237957,0.8910218477249146,0.07884188927710056,0.7234651500826967,1
9,Orevex Renewables,8,negative,0.008718210272490978,0.97552490234375,0.015756774693727493,-0.966806692071259,-0.9822844363310623,1
9,Orevex Renewables,9,positive,0.9274415969848633,0.011460021138191223,0.06109831854701042,0.9159815758466721,0.9755884505793163,1
9,Orevex Renewables,10,negative,0.17801876366138458,0.7421903014183044,0.07979089021682739,-0.5641715377569199,-0.6130906101158357,1
9,Orevex Renewables,12,positive,0.9452994465827942,0.011547208763659,0.04315333813428879,0.9337522378191352,0.9758640338301439,1
9,Halvax Networks,13,negative,0.03506084531545639,0.937654435634613,0.02728479914367199,-0.9025935903191566,-0.9279113909978519,4
9,Relvon Fuels,26,negative,0.03142566606402397,0.9529829025268555,0.015591366216540337,-0.9215572364628315,-0.9361532039951979,1
9,Relvon Fuels,32,neutral,0.07120735198259354,0.021990980952978134,0.9068016409873962,0.0492163710296154,0.5280820906480888,1
9,Orevov Solutions,39,negative,0.014246206730604172,0.959961473941803,0.025792401283979416,-0.9457152672111988,-0.9707532438952895,1
9,Orevex Renewables,48,negative,0.05848606303334236,0.9295477867126465,0.011966218240559101,-0.8710617236793041,-0.8816112150627552,1
9,Relvon Fuels,48,negative,0.012355820275843143,0.9538018107414246,0.03384234383702278,-0.9414459904655814,-0.9744227642231733,1
10,Myrnon Therapeutics,0,neutral,0.3144623041152954,0.026334447786211967,0.6592032313346863,0.28812785632908344,0.8454536431934677,0
10,Frelis Genomics,0,neutral,0.02397199720144272,0.03257734328508377,0.9434506893157959,-0.008605346083641052,-0.1521741165755462,0
10,Zelvix Therapeutics,12,positive,0.947647213935852,0.01189411897212267,0.04045870900154114,0.9357530949637294,0.9752087397346796,0
10,Kelvos Resources,12,negative,0.04567486420273781,0.7840049266815186,0.17032021284103394,-0.7383300624787807,-0.8898976083315052,1
10,Frelis Genomics,14,neutral,0.08463592827320099,0.021105222404003143,0.8942588567733765,0.06353070586919785,0.6008134473808073,0
10,Kelvos Resources,17,negative,0.011337392032146454,0.9058166742324829,0.08284583687782288,-0.8944792822003365,-0.9752770162902734,1
10,Kelvos Resources,26,positive,0.872994065284729,0.010806542821228504,0.11619935184717178,0.8621875224635005,0.975545291076094,1
10,Myrnon Therapeutics,28,positive,0.9464893341064453,0.012330404482781887,0.041180215775966644,0.9341589296236634,0.9742800351856243,0
10,Kelvos Resources,35,neutral,0.023517295718193054,0.050511762499809265,0.9259709715843201,-0.02699446678161621,-0.36464689767463265,1
10,Kelvos Resources,38,positive,0.9339948296546936,0.010089486837387085,0.0559157133102417,0.9239053428173065,0.9786258766289236,1
10,Zelvix Therapeutics,39,neutral,0.19478854537010193,0.01183261163532734,0.7933788299560547,0.1829559337347746,0.885465629468436,0
10,Frelis Genomics,41,neutral,0.20038145780563354,0.008675258606672287,0.7909432649612427,0.19170619919896126,0.9170056890392786,0
10,Zelvix Therapeutics,47,negative,0.021542873233556747,0.9530295729637146,0.0254275631159544,-0.9314866997301579,-0.9557901030436251,0
11,Wyrnik Sciences,13,neutral,0.21041198074817657,0.008177503943443298,0.7814105749130249,0.20223447680473328,0.9251793432097654,0
11,Yorval Partners,16,negative,0.02282879501581192,0.6829296946525574,0.2942415177822113,-0.6601008996367455,-0.9353070609347044,3
11,Zelvon Biosciences,17,neutral,0.22002491354942322,0.012592249549925327,0.7673828601837158,0.2074326639994979,0.8917341280581746,0
11,Zrovum Biopharma,19,negative,0.010242165997624397,0.862876832485199,0.12688101828098297,-0.8526346664875746,-0.9765388990419607,0
11,Wyrnik Sciences,25,negative,0.007880930788815022,0.9645315408706665,0.027587508782744408,-0.9566506100818515,-0.9837909703744108,0
11,Wyrnik Sciences,44,positive,0.9268624782562256,0.008860520087182522,0.06427694112062454,0.9180019581690431,0.9810616590734653,0
12,Strynal Industries,0,neutral,0.11800229549407959,0.01163486298173666,0.8703628778457642,0.10636743251234293,0.8205011043317848,1
12,Kelvos Resources,0,positive,0.9492220282554626,0.012858922593295574,0.03791910037398338,0.9363631056621671,0.9732685215966795,1
12,Strynal Industries,3,negative,0.011310206726193428,0.9608291387557983,0.027860665693879128,-0.9495189320296049,-0.9767313044840266,1
12,Kelvos Resources,4,neutral,0.12467281520366669,0.015422605909407139,0.8599045276641846,0.10925020929425955,0.779827118162944,1
12,Kelvos Resources,15,positive,0.6575235724449158,0.009464049711823463,0.3330124020576477,0.6480595227330923,0.971621511754501,1
12,Jorvis Fuels,16,negative,0.010102554224431515,0.950613796710968,0.03928364813327789,-0.9405112424865365,-0.9789687045420232,1
12,Strynal Industries,17,positive,0.9469445943832397,0.012729024514555931,0.04032645374536514,0.9342155698686838,0.9734721789770328,1
12,Nerven Grid,22,negative,0.01785474456846714,0.9579229354858398,0.024222347885370255,-0.9400681909173727,-0.963404071613576,1
12,Nerven Grid,25,positive,0.9566888213157654,0.0204458087682724,0.022865360602736473,0.936243012547493,0.9581515000740692,1
12,Kelvos Resources,25,positive,0.9333752989768982,0.011729533784091473,0.05489509552717209,0.9216457651928067,0.9751783424122075,1
12,Jorvis Fuels,33,negative,0.010279739275574684,0.9115556478500366,0.07816468924283981,-0.9012759085744619,-0.9776972333499223,1
12,Jorvis Fuels,34,positive,0.9465340375900269,0.013390791602432728,0.04007517918944359,0.9331432459875941,0.9721003318567185,1
12,Jorvis Fuels,35,positive,0.9270423650741577,0.011297515593469143,0.061660073697566986,0.9157448494806886,0.9759202047910591,1
12,Kelvos Resources,42,positive,0.9400727152824402,0.010797698050737381,0.04912954568862915,0.9292750172317028,0.9772888116235912,1
12,Strynal Industries,43,positive,0.9485630393028259,0.011613781563937664,0.03982323035597801,0.9369492577388883,0.9758090764129085,1
12,Kelvos Resources,43,neutral,0.1385408639907837,0.011438953690230846,0.8500202298164368,0.12710191030055285,0.8474600877527415,1
12,Kelvos Resources,48,neutral,0.21693699061870575,0.007696644403040409,0.7753663659095764,0.20924034621566534,0.9314737984983218,1
13,Holtum Asset,1,neutral,0.03657267987728119,0.18676242232322693,0.7766649127006531,-0.15018974244594574,-0.6724860547833666,3
13,Halven Investments,3,positive,0.7247869968414307,0.012156687676906586,0.26305630803108215,0.7126303091645241,0.9670078232141821,3
13,Jorvyl Securities,3,neutral,0.08388347178697586,0.012685597874224186,0.9034308791160583,0.07119787391275167,0.7372740922664577,3
13,Halven Investments,4,positive,0.9142152667045593,0.012268297374248505,0.07351643592119217,0.9019469693303108,0.973516426331416,3
13,Jorvyl Securities,47,neutral,0.1970175951719284,0.008065716363489628,0.7949166893959045,0.18895187880843878,0.9213420461784605,3
14,Frelis Genomics,7,negative,0.02030699886381626,0.9518557786941528,0.027837099507451057,-0.9315487798303366,-0.9582230469799757,0
14,Frelis Genomics,8,positive,0.9071863293647766,0.008152955211699009,0.08466071635484695,0.8990333741530776,0.9821859373017857,0
14,Grevel Diagnostics,17,positive,0.9465482831001282,0.012652849778532982,0.04079887643456459,0.9338954333215952,0.9736179413646657,0
14,Frelis Genomics,17,negative,0.013879543170332909,0.9571629762649536,0.02895745262503624,-0.9432834330946207,-0.9714131083279213,0
14,Wyrnik Sciences,19,neutral,0.21041198074817657,0.008177503943443298,0.7814105749130249,0.20223447680473328,0.9251793432097654,0
14,Grevel Diagnostics,21,negative,0.03088504634797573,0.9591473937034607,0.009967487305402756,-0.928262347355485,-0.937608010470495,0
14,Grevel Diagnostics,32,positive,0.9430325031280518,0.011875522322952747,0.04509194195270538,0.931156980805099,0.9751273997201823,0
14,Xelvol Biotech,33,positive,0.9455716013908386,0.011950169689953327,0.04247816279530525,0.9336214317008853,0.9750393765689852,0
14,Xelvol Biotech,40,positive,0.9406272768974304,0.011558805592358112,0.04781387746334076,0.9290684713050723,0.9757215395335442,0
14,Xelvol Biotech,41,neutral,0.4800128936767578,0.0160722304135561,0.5039148330688477,0.4639406632632017,0.9352037378237047,0
14,Frelis Genomics,48,negative,0.03376506641507149,0.9350628852844238,0.03117210417985916,-0.9012978188693523,-0.930297083561658,0
14,Frelis Genomics,49,positive,0.7953008413314819,0.015982506796717644,0.18871665000915527,0.7793183345347643,0.9605994445371218,0
15,Plevep Power,10,positive,0.8315014243125916,0.00745001994073391,0.1610485017299652,0.8240514043718576,0.9822396862586384,1
15,Nolvol Resources,28,neutral,0.14175821840763092,0.011459261178970337,0.8467825055122375,0.13029895722866058,0.850418351286055,1
15,Plevep Power,29,positive,0.9452437162399292,0.012046576477587223,0.04270967096090317,0.933197139762342,0.9748319249518224,1
15,Plevep Power,36,neutral,0.05102182924747467,0.06965433806180954,0.8793238401412964,-0.01863250881433487,-0.1544008984987086,1
15,Nolvol Resources,39,positive,0.951733410358429,0.017809808254241943,0.030456772074103355,0.933923602104187,0.9632614443709753,1
15,Nolvol Resources,40,positive,0.9578713178634644,0.019668681547045708,0.02245989628136158,0.9382026363164186,0.9597588189971029,1
15,Myrnep Technologies,49,positive,0.9005139470100403,0.011267083697021008,0.08821894228458405,0.8892468633130193,0.9752855481629696,4
16,Nolvis Devices,6,positive,0.917746901512146,0.00915718637406826,0.07309582829475403,0.9085897151380777,0.9802413497062642,4
16,Myrnep Technologies,6,neutral,0.42911484837532043,0.00872995238751173,0.5621551871299744,0.4203848959878087,0.9601230716803599,4
16,Relvon Fuels,16,neutral,0.25525492429733276,0.023051047697663307,0.7216939926147461,0.23220387659966946,0.8343474417771279,1
16,Myrnep Technologies,19,neutral,0.02433403767645359,0.024280400946736336,0.9513855576515198,5.363672971725464e-05,0.0011033086081623574,4
16,Nolvis Devices,29,negative,0.008453859947621822,0.9748514294624329,0.016694650053977966,-0.966397569514811,-0.9828052171994388,4
16,Nolvis Devices,33,positive,0.9425652027130127,0.01183018647134304,0.045604560524225235,0.9307350162416697,0.9752090441906727,4
16,Nolvis Devices,35,neutral,0.1461752951145172,0.0128345787525177,0.8409901857376099,0.1333407163619995,0.8385687774014028,4
16,Dralol Computing,36,neutral,0.18404772877693176,0.013677421025931835,0.8022748231887817,0.17037030775099993,0.8616521826343829,4
16,Nolvis Devices,36,neutral,0.20671860873699188,0.008287624455988407,0.7849937677383423,0.19843098428100348,0.9229080497400852,4
16,Myrnep Technologies,45,positive,0.9005139470100403,0.011267083697021008,0.08821894228458405,0.8892468633130193,0.9752855481629696,4
16,Dralol Computing,47,neutral,0.21300221979618073,0.007798187900334597,0.7791996002197266,0.20520403189584613,0.929364366249403,4
16,Relvon Fuels,48,neutral,0.3413003981113434,0.016476621851325035,0.6422229409217834,0.32482377626001835,0.9078944628305557,1
17,Wyrnor Solutions,5,neutral,0.22582606971263885,0.009563317522406578,0.7646105885505676,0.21626275219023228,0.9187446970816099,1
17,Jorvix Diagnostics,7,neutral,0.01825343258678913,0.10102751106023788,0.8807190656661987,-0.08277407847344875,-0.6939421775908264,0
17,Zrovex Industries,24,negative,0.018369171768426895,0.9595682621002197,0.02206265926361084,-0.9411990903317928,-0.9624328272679444,1
17,Jorvix Diagnostics,27,negative,0.008170951157808304,0.969947874546051,0.021881146356463432,-0.9617769233882427,-0.9832925173614265,0
17,Relvon Fuels,47,positive,0.6480422019958496,0.012018165551126003,0.3399396538734436,0.6360240364447236,0.9635846458178297,1
18,Strynal Industries,0,negative,0.007494480349123478,0.9684802889823914,0.024025291204452515,-0.9609858086332679,-0.9846420602725667,1
18,Crevex Labs,0,positive,0.8525733351707458,0.009204503148794174,0.13822214305400848,0.8433688320219517,0.9786383375649065,4
18,Kelvos Resources,2,negative,0.03940073773264885,0.9230784177780151,0.03752083331346512,-0.8836776800453663,-0.9181265631237339,1
18,Kelvos Resources,8,neutral,0.06080776825547218,0.03832508996129036,0.9008671045303345,0.022482678294181824,0.2267934010157168,1
18,Nerven Grid,9,negative,0.009662911295890808,0.9348807334899902,0.05545630306005478,-0.9252178221940994,-0.9795395123581588,1
18,Strynal Industries,28,neutral,0.25583070516586304,0.007868010550737381,0.7363012433052063,0.24796269461512566,0.9403257539611524,1
18,Crevex Labs,46,negative,0.011914179660379887,0.9571628570556641,0.03092297539114952,-0.9452486773952842,-0.975411283733521,4
19,Relvon Fuels,0,positive,0.9459765553474426,0.012954255566000938,0.0410691536962986,0.9330222997814417,0.9729818754282135,1
19,Orevex Renewables,5,negative,0.011417687870562077,0.9530133008956909,0.035569023340940475,-0.9415956130251288,-0.9763224357331584,1
19,Orevex Renewables,6,positive,0.9369907379150391,0.011219064705073833,0.051790207624435425,0.9257716732099652,0.9763363231170122,1
19,Relvon Fuels,7,neutral,0.13548727333545685,0.010135440155863762,0.8543773293495178,0.1253518331795931,0.8607986303336235,1
19,Plevik Energy,9,positive,0.9061273336410522,0.007702268660068512,0.08617033809423447,0.8984250649809837,0.9831428766758161,1
19,Orevex Renewables,18,neutral,0.2836526036262512,0.007708366494625807,0.7086390256881714,0.2759442371316254,0.9470871684359684,1
19,Relvon Fuels,22,positive,0.5311214327812195,0.012220319360494614,0.456658273935318,0.5189011134207249,0.9550179245757051,1
19,Orevex Renewables,36,neutral,0.41368845105171204,0.01867816597223282,0.567633330821991,0.3950102850794792,0.9136003303973924,1
19,Plevik Energy,41,positive,0.9529929757118225,0.014808264560997486,0.03219883143901825,0.938184711150825,0.9693981275710659,1
20,Brevep Systems,0,negative,0.008578076027333736,0.967312753200531,0.024109089747071266,-0.9587346771731973,-0.9824200079319717,4
20,Ixenix Technologies,0,positive,0.9320959448814392,0.013286742381751537,0.05461733043193817,0.9188092024996877,0.9718912921789138,4
20,Nolvol Resources,5,negative,0.0162262674421072,0.9599549770355225,0.023818694055080414,-0.9437287095934153,-0.9667556244964163,1
20,Brevep Systems,6,negative,0.008659875951707363,0.9684736728668213,0.022866496816277504,-0.9598137969151139,-0.9822749378458745,4
20,Ixenix Technologies,9,positive,0.9453687071800232,0.012244612909853458,0.042386677116155624,0.9331240942701697,0.9744268106130403,4
20,Brevep Systems,10,neutral,0.24176400899887085,0.007981250062584877,0.75025475025177,0.23378275893628597,0.9360848685526932,4
20,Nolvol Resources,10,positive,0.9463117718696594,0.011144823394715786,0.04254336282610893,0.9351669484749436,0.9767199391842961,1
20,Nolvol Resources,14,neutral,0.27574998140335083,0.008079699240624905,0.7161703705787659,0.2676702821627259,0.9430665623565068,1
20,Halvax Networks,16,neutral,0.05687268450856209,0.04294903203845024,0.9001782536506653,0.013923652470111847,0.13948520234140754,4
20,Ixenix Technologies,24,positive,0.9486575722694397,0.012601959519088268,0.03874043747782707,0.9360556127503514,0.9737803172000155,4
20,Halvax Networks,25,neutral,0.24364230036735535,0.014400500804185867,0.7419571876525879,0.22924179956316948,0.888386723574543,4
20,Halvax Networks,30,positive,0.9390222430229187,0.010527011007070541,0.05045079067349434,0.9284952320158482,0.977827350290032,4
20,Ixenix Technologies,45,positive,0.9573601484298706,0.020063357427716255,0.022576453164219856,0.9372967910021544,0.9589464386993927,4
20,Halvax Networks,45,positive,0.951945424079895,0.014040184207260609,0.03401443362236023,0.9379052398726344,0.9709308615526447,4
20,Brevep Systems,48,positive,0.9470351338386536,0.012385554611682892,0.04057929292321205,0.9346495792269707,0.9741811798559843,4
20,Nolvol Resources,49,neutral,0.04820871353149414,0.03868648037314415,0.9131048321723938,0.00952223315834999,0.10958296564959673,1
21,Talvyn Goods,1,neutral,0.18959151208400726,0.008389865979552269,0.8020186424255371,0.181201646104455,0.9152459032335682,2
21,Varvov Retail,3,neutral,0.08676208555698395,0.013029567897319794,0.9002083539962769,0.07373251765966415,0.7388645680128242,2
21,Jorvix Diagnostics,6,positive,0.8971545100212097,0.013010995462536812,0.0898345485329628,0.8841435145586729,0.9714096043634913,0
21,Varvov Retail,6,negative,0.016255371272563934,0.9600260853767395,0.023718489333987236,-0.9437707141041756,-0.9666994151221437,2
21,Talvyn Goods,19,neutral,0.18739652633666992,0.017176905646920204,0.7954265475273132,0.17021962068974972,0.8320709986980758,2
21,Varvov Retail,22,positive,0.9272573590278625,0.009661860764026642,0.06308072805404663,0.9175954982638359,0.9793752523171413,2
21,Arnos Marketplace,25,negative,0.00687570171430707,0.9682013392448425,0.02492295578122139,-0.9613256375305355,-0.9858971098314606,2
21,Varvov Retail,33,positive,0.8670416474342346,0.009725984185934067,0.12323230504989624,0.8573156632483006,0.9778139969495258,2
21,Varvov Retail,43,neutral,0.1437021791934967,0.03728983551263809,0.8190080523490906,0.10641234368085861,0.5879394362546553,2
21,Varvov Retail,46,positive,0.9518532156944275,0.0179761815816164,0.030170628800988197,0.9338770341128111,0.9629291871053391,2
22,Wrelal Financial,0,negative,0.0166384968906641,0.7973624467849731,0.1859990954399109,-0.780723949894309,-0.9591192184738946,3
