session,predicted_company,ensemble_score,n_headlines,score_margin,split
11124,Nolvol Resources,0.8878487475063943,2,0.7462452851431711,private_test
11125,Grevel Diagnostics,0.7579283700066007,1,0.48797005915407177,private_test
11126,Varvov Retail,0.14142141416568393,3,0.28284282833136815,private_test
11127,Krevum Pharmaceuticals,0.9029950087562345,4,0.9582043927145875,private_test
11128,Grevel Diagnostics,0.4258675369755166,2,0.4226861069365701,private_test
11129,Zelvon Biosciences,1.0174351187235082,3,1.0424361034717644,private_test
11130,Creven Securities,0.9704286963241796,2,0.888652919123461,private_test
11131,Wrelal Financial,0.5031694953074978,7,0.15378037944278689,private_test
11132,Talvix Holdings,0.6528602667594658,4,0.0881626231350795,private_test
11133,Frelis Genomics,0.5544156031725291,2,0.3561176983229495,private_test
11134,Strynal Industries,0.8288157982556432,1,0.6919659402581124,private_test
11135,Halvav Brands,0.5661735820662295,3,0.07888444426914454,private_test
11136,Yorven Labs,0.6578785582595106,1,0.3631614143198729,private_test
11137,Myrnon Therapeutics,0.8455793226576793,4,0.6054493478102589,private_test
11138,Wyrnik Sciences,0.9484668402899495,3,0.5618828918961106,private_test
11139,Halvix Holdings,1.1242293970447024,3,1.0398095090949502,private_test
11140,Prynis Systems,0.8522010441222977,1,0.5134826999370723,private_test
11141,Dralol Computing,0.5738403542464852,4,0.08031629749516334,private_test
11142,Yorval Partners,0.5204868984741788,2,0.2848753501076513,private_test
11143,Zelvon Biosciences,0.8832998244892877,2,0.47188618584267383,private_test
11144,Holtar Stores,0.5169566713674176,5,0.48537555090695733,private_test
11145,Plevyl Advisors,1.0762578410767925,2,0.815976713829866,private_test
11146,Halvix Holdings,0.9979067206431108,4,1.259558817309733,private_test
11147,Halvax Networks,0.9559900745787027,5,0.5580184175926863,private_test
11148,Strynal Industries,0.7194881201899527,2,0.6379471676637853,private_test
11149,Wyrnor Solutions,0.842124995020576,2,0.6937109453975707,private_test
11150,Brevon Microchips,0.795492829847324,3,0.31692171278161185,private_test
11151,Strynal Industries,0.9456619666174636,3,0.7174804187602021,private_test
11152,Talvep Computing,0.5949931636062349,1,0.7121507391967541,private_test
11153,Brevep Systems,0.8522858562739029,4,0.6344832572701757,private_test
11154,Talvix Holdings,0.4420796931509461,1,0.1211772413093325,private_test
11155,Brevep Systems,0.579866877324747,1,0.2559850707378334,private_test
11156,Nolvis Devices,0.49251866436748426,2,0.41925812601960655,private_test
11157,Jorvyl Securities,0.7330042769911409,6,0.1192349552893548,private_test
11158,Ulvon Renewables,0.705678327638291,3,0.1592764395697771,private_test
11159,Joval Brands,0.8211739905110118,2,0.8557700762683176,private_test
11160,Wrelal Financial,0.7918857560400192,4,0.6552471781231595,private_test
11161,Jorvyl Securities,0.5873742898976091,3,0.08357792762807059,private_test
11162,Relvos Biosciences,0.506564893642232,4,0.2874704634527546,private_test
11163,Plevep Power,0.9195247984842888,2,0.9974431259540881,private_test
11164,Frelex Outlets,0.19413976453074988,1,0.24322814225436626,private_test
11165,Jorvis Fuels,0.8733470447060243,3,0.9966954853894728,private_test
11166,Jorvis Fuels,0.8248468319013634,3,0.1188638257972845,private_test
11167,Plevik Energy,0.7384787278935956,3,1.268862721833852,private_test
11168,Talvix Holdings,0.6894945882105434,1,0.5237939658966112,private_test
11169,Jorval Trading,1.0367104463671668,4,0.8061516549996283,private_test
11170,Nerval Biopharma,1.115289876740891,3,1.3503300004148355,private_test
11171,Pleven Trading,1.22193019888272,3,1.4825394970003891,private_test
11172,Zelval Energy,0.6605635003837745,2,0.7451260751833718,private_test
11173,Calvos Genomics,0.5968475417961983,3,0.3674017815400652,private_test
11174,Zelvel Capital,0.7476192628380539,2,0.730348966491662,private_test
11175,Orevov Solutions,0.8771987390128142,3,0.771800355150019,private_test
11176,Kelvik Power,0.8292063942111514,3,0.07116399826302389,private_test
11177,Relvon Fuels,0.5767106952720309,3,0.04755543183337063,private_test
11178,Halvav Brands,0.3425572979738626,1,0.2968668713159423,private_test
11179,Jorvis Fuels,0.5475453974004604,8,0.344169527083768,private_test
11180,Relvos Biosciences,0.6345480479131906,1,0.43910443810765293,private_test
11181,Yorval Partners,0.07618821515431749,3,0.048480505387703265,private_test
11182,Frelis Genomics,0.8879785040292179,3,0.7385294153013086,private_test
11183,Ixenis Outlets,0.29975932317530046,5,0.051897748770850044,private_test
11184,Jovik Asset,1.2922091022184798,4,1.1569635670632443,private_test
11185,Nerval Biopharma,0.9162830344397221,5,1.2373968955502068,private_test
11186,Arnos Marketplace,0.5986020717690849,5,0.040601150316188384,private_test
11187,Plevum Partners,0.18546943052864207,1,0.012892601619673455,private_test
11188,Plevik Energy,0.8230255495455574,3,0.5018606514881737,private_test
11189,Holtar Stores,0.7711960085282574,5,0.44719142515107496,private_test
11190,Arnos Marketplace,1.2327717985413977,3,1.4721774242603864,private_test
11191,Kelvos Resources,0.5843822395788386,1,0.7304555685187387,private_test
11192,Nolvol Resources,0.557686075039856,3,0.6361647908108536,private_test
11193,Plevik Energy,1.1635483447131751,4,1.4456055819393134,private_test
11194,Frelis Genomics,0.6911374992034044,3,0.00997863965029444,private_test
11195,Urvel Grid,0.942347096919858,2,0.18075751856530098,private_test
11196,Jorvis Fuels,0.3419742245724515,2,0.23973946140986005,private_test
11197,Wyrnik Sciences,1.1792453610623315,5,1.1117955259842218,private_test
11198,Krevum Pharmaceuticals,0.5320212655117428,6,0.6131418982000792,private_test
11199,Yorven Labs,0.702986040633234,3,0.3083971904233267,private_test
11200,Nolvol Resources,1.096405772615056,3,1.3772398705864481,private_test
11201,Krevan Investments,0.07155791124181399,2,0.02106201047485118,private_test
11202,Ervan Capital,0.5422829299745925,3,0.17661381611569948,private_test
11203,Plevum Partners,0.8716044147831226,4,0.5719205421535668,private_test
11204,Nolvav Commerce,0.8455572431035112,2,0.8366792927737445,private_test
11205,Wrelal Financial,0.2667423583558216,3,0.2690691359780372,private_test
11206,Orevar Marketplace,0.9246578375970542,1,0.9495424446497472,private_test
11207,Talvix Holdings,0.6967626786078136,4,0.34766473290668454,private_test
11208,Xelvol Biotech,0.556988341321641,1,0.3068348448760541,private_test
11209,Creven Securities,0.8963076360226154,1,0.8346494254221146,private_test
11210,Jovor Networks,0.6115036632512465,7,0.1279115766667398,private_test
11211,Talvix Holdings,0.6423195241023814,2,0.5060534319628185,private_test
11212,Crevol Retail,0.7257585776444275,2,0.20136701388394296,private_test
11213,Nolvis Devices,0.4981772299979206,3,0.04796914046470946,private_test
11214,Zelvix Therapeutics,0.7870416000702775,3,0.8826981880924419,private_test
11215,Zelval Energy,0.4484345071309707,1,0.014981823320043164,private_test
11216,Jovik Asset,0.6559845877208673,4,0.1979029527630367,private_test
11217,Frelol Software,0.5497883393016265,2,0.08322017014385413,private_test
11218,Dralol Computing,0.6359555093255465,5,0.17581566467397647,private_test
11219,Pleven Trading,0.8936237605961093,4,0.8083680023986382,private_test
11220,Ixenix Technologies,0.5988147299076956,2,0.18892100550384527,private_test
11221,Orevar Marketplace,0.08192737265662911,4,0.09641713173198138,private_test
11222,Ixenis Outlets,0.7038393912295307,1,0.840962861391441,private_test
11223,Creven Securities,0.7337605558830392,3,0.2782943343989246,private_test
11224,Arnos Marketplace,0.5256539150860299,3,0.17202292964847793,private_test
11225,Xelvol Biotech,0.7823391230685869,4,0.7485176319826844,private_test
11226,Crevex Labs,0.2744145433154193,6,0.18688961552172922,private_test
11227,Calvos Genomics,1.2689723202532361,6,1.247600002908712,private_test
11228,Krevan Investments,0.6845917460901617,2,0.6734403483244282,private_test
11229,Pleven Trading,0.5868884864853229,1,0.2906964921387097,private_test
11230,Jovik Asset,0.6230566955237191,4,0.23186273386895317,private_test
11231,Holtar Stores,0.6882878463863733,3,0.5457656730199401,private_test
11232,Krevan Investments,0.416979570035956,2,0.30532338085131505,private_test
11233,Zrovov Advisors,1.0372129441067612,2,0.7595101671246758,private_test
11234,Nolvol Resources,0.5407245010321865,3,0.13309973169705752,private_test
11235,Calvos Genomics,1.2413805478976356,4,1.0638466438896277,private_test
11236,Xovep Stores,0.7370237468703414,3,0.8544543408834275,private_test
11237,Holtar Stores,0.7120583899828359,2,0.7829182126643385,private_test
11238,Yorval Partners,1.139887028495401,5,1.6415477874594622,private_test
11239,Jorval Trading,0.5791141488145294,5,0.2034203462876888,private_test
11240,Frelol Software,0.6746665834154344,3,1.060658032486056,private_test
11241,Talvep Computing,0.8163392120722603,2,0.686003085644326,private_test
11242,Jorvyl Securities,0.6764745816481028,3,0.46593913506167567,private_test
11243,Halvix Holdings,0.31094247690422616,2,0.23686491721278158,private_test
11244,Pleven Trading,0.07285536758355207,2,0.011674336230365179,private_test
11245,Kelvik Power,0.8388525997756073,4,0.41988159835441113,private_test
11246,Zelvix Therapeutics,0.7071066741888157,3,1.4142133483776314,private_test
11247,Jovik Asset,0.6719997606494624,4,0.8760377518889453,private_test
11248,Orevov Solutions,0.5275770187138166,2,0.1141602141618121,private_test
11249,Nolvol Resources,0.6361621371394967,4,0.39309836935386816,private_test
11250,Orevov Solutions,1.1235656071972124,4,0.9359086312634198,private_test
11251,Strynal Industries,0.6311879014324716,1,0.43620347268669635,private_test
11252,Kelvik Power,0.747811432369699,2,0.9899280241832705,private_test
11253,Jorvyl Securities,0.773929798512979,3,0.7917466345327726,private_test
11254,Xovep Stores,1.4052522143518564,3,1.7155783652862011,private_test
11255,Holtar Stores,0.4769136423533923,1,0.5147276671097756,private_test
11256,Talvix Holdings,0.9409916289118396,4,0.7120533186012045,private_test
11257,Nolvav Commerce,0.6381597858848428,6,0.2100858160482716,private_test
11258,Zrovum Biopharma,0.9470720466956755,9,0.935013973612801,private_test
11259,Wrelal Financial,0.6656054076381945,4,0.18946473283509568,private_test
11260,Arnik Commerce,0.5724567987547654,2,0.27976581827706837,private_test
11261,Nolvav Commerce,0.6971269466481747,5,0.5326970194793611,private_test
11262,Frelol Software,0.82210930812494,4,0.33640719514282924,private_test
11263,Plevyl Advisors,0.949222494623629,3,0.3502335773330518,private_test
11264,Myrnon Therapeutics,0.635087509752997,2,0.43301494936545826,private_test
11265,Talvix Holdings,0.26793712595237856,1,0.0032211633284884855,private_test
11266,Wrelal Financial,0.6855217311965436,2,0.6290370001775919,private_test
11267,Zelvix Therapeutics,0.8585166120247032,5,0.592745791421744,private_test
11268,Ulvyn Microchips,0.8199775227069352,3,0.5435901391804082,private_test
11269,Yorven Labs,1.0769634036862183,3,0.7593184739180516,private_test
11270,Talvep Computing,0.4638839265620824,2,0.013332705146315571,private_test
11271,Orevex Renewables,0.20888292091123836,2,0.05781884162995771,private_test
11272,Orevov Solutions,0.6893090485872191,5,0.20808690347385655,private_test
11273,Creven Securities,0.6532622068278956,1,0.5948105552028872,private_test
11274,Talvep Computing,0.8628353451254672,4,0.3795137422739206,private_test
11275,Talvep Computing,0.8345737620061464,3,1.2231641298930032,private_test
11276,Jovik Asset,0.6820992422880713,3,1.0002156571233107,private_test
11277,Xovol Goods,0.9990542910511064,4,0.5071093726911715,private_test
11278,Krevan Investments,0.5500666907321449,2,0.28521702508306457,private_test
11279,Plevik Energy,0.36732554499759545,2,0.42741121257655906,private_test
11280,Nolvol Resources,0.9561927478060142,4,0.30748845427479177,private_test
11281,Zelvon Biosciences,0.75186259054315,4,0.9061536510066227,private_test
11282,Creven Securities,0.495040217774999,1,0.1720376618572832,private_test
11283,Arnos Marketplace,0.7401178976818923,1,0.7472980591746047,private_test
11284,Zrovov Advisors,1.049514867158341,4,1.1442565639068711,private_test
11285,Arnos Marketplace,1.0706813481013269,6,1.5061424513653092,private_test
11286,Zrovum Biopharma,0.7551416400078266,2,0.4787558252291203,private_test
11287,Talvix Holdings,0.6085261530835064,2,0.8375444521063338,private_test
11288,Jorvix Diagnostics,0.6312007496125082,5,0.577094563453856,private_test
11289,Krevan Investments,0.8061288308017502,3,0.7354876499926636,private_test
11290,Wyrnor Solutions,0.8475984716958676,1,0.9612918663425296,private_test
11291,Zelvix Therapeutics,0.4242641434293079,4,0.8485282868586157,private_test
11292,Jorvix Diagnostics,0.9307658505235068,3,0.8853333846853133,private_test
11293,Orevex Renewables,0.5603379620673573,1,0.2753944532422987,private_test
11294,Jorval Trading,0.620870815999687,5,0.0939786123343167,private_test
11295,Xelvol Biotech,0.9575467649768945,2,0.8118524991929679,private_test
11296,Brevon Microchips,1.053344418021369,3,1.2173771383109038,private_test
11297,Yorvov Pharmaceuticals,0.8867982420671899,3,0.5603531845593466,private_test
11298,Nerven Grid,0.9441630720715392,5,0.4599624185401164,private_test
11299,Halvax Networks,0.35355323243070413,2,0.7071064648614083,private_test
11300,Yorven Labs,0.6303075909685216,3,0.18494379690813473,private_test
11301,Relvon Fuels,1.1922965521803925,2,1.1144445518944788,private_test
11302,Krevum Pharmaceuticals,0.8417216839982715,2,0.4761950775092237,private_test
11303,Halvix Holdings,1.143986887079467,3,0.9357773811436176,private_test
11304,Arnos Marketplace,0.3535526163058857,2,0.7071052326117715,private_test
11305,Jorvix Diagnostics,0.7127819874585625,3,0.4947633833206733,private_test
11306,Plevep Power,0.48445454722364095,1,0.0,private_test
11307,Orevar Marketplace,0.6838824020680028,1,0.6334348980249758,private_test
11308,Halvav Brands,0.4704199752435224,3,0.35238686393599844,private_test
11309,Zelvix Therapeutics,0.7944118546074413,4,0.28698667996931826,private_test
11310,Grevel Diagnostics,1.3461225015096894,4,1.3274451630084594,private_test
11311,Brevon Microchips,0.0707145051817559,2,0.14142901036351183,private_test
11312,Frelex Outlets,0.7594619044689707,3,0.28081991300615283,private_test
11313,Krevum Pharmaceuticals,0.5361826805537463,1,0.770252536327638,private_test
11314,Talvep Computing,0.932989171944806,2,0.7039389785718217,private_test
11315,Frelol Software,0.6510862132353463,3,0.5005359305501282,private_test
11316,Ilval Financial,0.8050523447757034,5,0.28297870648654777,private_test
11317,Ervan Capital,0.5869436313618323,2,0.3997567772963416,private_test
11318,Nolvav Commerce,0.5568496797161034,4,0.5995054969364423,private_test
11319,Varvov Retail,0.47109972759860264,3,0.5251438224142827,private_test
11320,Halven Investments,0.5344499920272403,3,0.45902284161257434,private_test
11321,Orevar Marketplace,0.7912983476458861,1,0.791258629977391,private_test
11322,Halvav Brands,0.8088997453863077,4,0.6698733308722236,private_test
11323,Plevep Power,0.9248134806377055,2,1.2264123398047306,private_test
11324,Yorven Labs,0.7560765960072546,5,0.5606547601745906,private_test
11325,Wyrnik Sciences,1.0850385469962829,3,0.9060845626124399,private_test
11326,Halvix Holdings,1.1025392067120376,3,1.2470507341027584,private_test
11327,Halvax Networks,1.158451765630329,5,1.1638864483762108,private_test
11328,Crevol Retail,0.8152936740702585,3,0.6759467712344436,private_test
11329,Yorvov Pharmaceuticals,0.8287969274314761,3,0.7735928538675603,private_test
11330,Zelvon Biosciences,0.7428602573342967,1,0.3800683054145197,private_test
11331,Joval Brands,0.6620229125103583,1,0.5537020182485305,private_test
11332,Halvix Holdings,0.20881454982263117,1,0.46192085714022113,private_test
11333,Nerven Grid,1.0053273960183964,2,1.2141304034417315,private_test
11334,Ilval Financial,0.512574967977039,3,0.45299396617599613,private_test
11335,Crevol Retail,0.41385681944683395,2,0.2655592078012535,private_test
11336,Jorvis Fuels,0.7957246033029792,4,0.2991476232275509,private_test
11337,Nolvav Commerce,1.0662303312688148,8,0.641958282334756,private_test
11338,Zelvon Biosciences,1.0299860126393026,3,1.208513444876254,private_test
11339,Grevel Diagnostics,0.419804484974513,3,0.41181554034511136,private_test
11340,Yorvov Pharmaceuticals,0.7528921677552118,1,0.7822985596490839,private_test
11341,Zrovum Biopharma,0.7775999277516363,1,0.7617095393544501,private_test
11342,Myrnon Therapeutics,0.6360037032206858,2,0.8521442612248189,private_test
11343,Holtum Asset,0.8490499977920345,4,0.6911097624765492,private_test
11344,Talvep Computing,0.9255535850310138,3,0.42703291439638563,private_test
11345,Krevum Pharmaceuticals,0.463728712940008,2,0.18713858016150037,private_test
11346,Pleven Trading,1.2757165519551692,3,1.5131948456511015,private_test
11347,Ulvyn Microchips,0.5448676530756857,4,0.01792766384240252,private_test
11348,Strynal Industries,0.7524816686704052,1,0.6328760903546349,private_test
11349,Jovor Networks,0.3551355555251421,2,0.04212589290644042,private_test
11350,Crevex Labs,1.2510210371379835,5,0.9723538972862403,private_test
11351,Calvos Genomics,1.1480800470754926,3,1.0997641386006423,private_test
11352,Frelol Software,0.5529447198866762,4,0.6763906431515774,private_test
11353,Nolvav Commerce,0.7071065319827565,3,1.414213063965513,private_test
11354,Arnos Marketplace,0.8943664532698078,4,0.8162196103612215,private_test
11355,Halvix Holdings,1.3105382130211676,4,1.2713306976375016,private_test
11356,Brevon Microchips,0.6352049802863291,3,0.31282045257381147,private_test
11357,Krevum Pharmaceuticals,0.342339202390226,4,0.04237083610003067,private_test
11358,Wyrnor Solutions,0.7853954179444973,5,0.7667068414256576,private_test
11359,Frelis Genomics,0.7845221561215223,5,0.7232456178315102,private_test
11360,Krevum Pharmaceuticals,0.5343162875538519,1,0.24829922420473172,private_test
11361,Ulvyn Microchips,1.1580158045988709,4,1.104634162387879,private_test
11362,Yorven Labs,0.3152522064771065,2,0.2952116832903138,private_test
11363,Myrnep Technologies,0.9413221931332112,3,0.5365939778480938,private_test
11364,Xovol Goods,1.1626671964571313,3,1.15081987280477,private_test
11365,Zelval Energy,0.5206763986857356,2,0.07117620320759366,private_test
11366,Kelvos Resources,0.4399738843374189,1,0.3503384944221869,private_test
11367,Grevon Biotech,0.5429789866769406,6,0.04593635084068065,private_test
11368,Zrovov Advisors,0.9999493402297286,4,1.075886373092685,private_test
11369,Yorvov Pharmaceuticals,0.5566779831108717,1,0.15149671097251516,private_test
11370,Orevar Marketplace,0.35355280692653046,4,0.7071056138530606,private_test
11371,Creven Securities,,2,,private_test
11372,Nolvol Resources,0.5564867645767698,4,0.2677820676229846,private_test
11373,Kelvos Resources,0.5613055793840804,1,0.18720655819590593,private_test
11374,Halvav Brands,0.904602282755612,2,0.43463874358387766,private_test
11375,Jorval Trading,0.6573037791113618,3,0.740028502231261,private_test
11376,Kelvos Resources,0.3383764043336038,1,0.1686753518927022,private_test
11377,Relvos Biosciences,0.7960785342284298,3,0.8389932866995916,private_test
11378,Plevik Energy,0.6084395654132134,4,0.40635510144073633,private_test
11379,Brevon Microchips,0.21213206362381437,4,0.4242641272476287,private_test
11380,Nerval Biopharma,0.6958214504226627,5,0.9590346688826051,private_test
11381,Xovol Goods,0.8932775193069613,3,0.7567235921560334,private_test
11382,Nolvol Resources,0.5732465880314404,5,0.5732880294425626,private_test
11383,Yorval Partners,0.8334018975028228,3,0.8877703112813877,private_test
11384,Ervan Capital,0.7596220050006204,3,0.6693436610952433,private_test
11385,Ulvyn Microchips,0.7071066131423355,2,1.414213226284671,private_test
11386,Orevar Marketplace,0.706602781167121,3,0.18722213946328403,private_test
11387,Strynal Industries,0.6561740845764693,3,0.6068431234987761,private_test
